idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
19,2004-12-17,Alagoas,6776.23,Mestrado,4,Casado(a),Saúde
53,1971-02-11,Mato Grosso do Sul,15282.52,Doutorado,2,Casado(a),Engenharia
22,2001-10-03,Tocantins,17371.15,Mestrado,5,Divorciado(a),Saúde
19,2005-01-22,Paraíba,12825.3,Ensino Médio,2,Viúvo(a),Educação
48,1976-06-10,Amapá,9165.77,Doutorado,0,Viúvo(a),Direito
18,2005-12-25,Acre,2975.83,Doutorado,3,Casado(a),Saúde
41,1982-09-13,Distrito Federal,18318.96,Doutorado,5,Casado(a),Educação
29,1994-11-03,Rondônia,8648.31,Graduação,0,Viúvo(a),Direito
29,1994-12-21,Rio Grande do Sul,7164.69,Ensino Fundamental,3,Divorciado(a),Tecnologia
18,2005-10-07,Sergipe,9765.87,Mestrado,4,Divorciado(a),Finanças
33,1991-08-14,Roraima,3689.78,Pós-graduação,4,Divorciado(a),Direito
52,1972-04-24,Alagoas,9214.92,Ensino Médio,2,Viúvo(a),Saúde
48,1976-05-01,Ceará,19457.59,Ensino Médio,3,Casado(a),Saúde
21,2002-09-20,Rio Grande do Sul,15385.66,Graduação,0,Divorciado(a),Direito
30,1994-08-20,Bahia,5336.89,Doutorado,1,Divorciado(a),Marketing
45,1978-08-27,Mato Grosso,10799.22,Ensino Médio,4,Viúvo(a),Saúde
53,1971-05-03,Bahia,16824.08,Doutorado,2,Viúvo(a),Tecnologia
28,1996-07-28,Paraná,16931.43,Mestrado,0,Casado(a),Tecnologia
37,1987-01-03,Roraima,4475.18,Ensino Fundamental,0,Divorciado(a),Saúde
44,1980-01-19,Maranhão,12624.09,Ensino Fundamental,2,Casado(a),Saúde
59,1965-07-20,Rio Grande do Sul,16428.28,Ensino Médio,1,Viúvo(a),Tecnologia
47,1977-05-16,Sergipe,10039.89,Doutorado,3,Viúvo(a),Engenharia
19,2004-08-29,Bahia,7543.35,Mestrado,2,Divorciado(a),Engenharia
48,1976-07-17,Goiás,3334.23,Doutorado,2,Casado(a),Engenharia
25,1999-05-21,Amapá,5476.41,Ensino Fundamental,0,Divorciado(a),Engenharia
54,1970-07-21,Espírito Santo,7791.04,Mestrado,3,Solteiro(a),Finanças
25,1999-01-14,Maranhão,11949.71,Pós-graduação,5,Casado(a),Finanças
20,2003-10-13,Santa Catarina,15603.36,Graduação,2,Viúvo(a),Saúde
30,1993-09-15,Maranhão,8276.18,Ensino Médio,2,Divorciado(a),Direito
18,2006-05-07,Maranhão,11691.33,Mestrado,0,Solteiro(a),Educação
60,1963-11-19,Santa Catarina,14099.45,Graduação,1,Viúvo(a),Marketing
37,1987-08-16,Santa Catarina,15291.11,Mestrado,4,Solteiro(a),Tecnologia
50,1974-05-21,Pernambuco,14204.67,Ensino Fundamental,4,Divorciado(a),Educação
54,1970-05-15,Paraíba,9206.98,Ensino Médio,0,Divorciado(a),Tecnologia
58,1966-05-03,Rondônia,5386.24,Doutorado,5,Divorciado(a),Saúde
42,1981-10-25,Paraíba,8158.96,Doutorado,0,Divorciado(a),Marketing
44,1980-06-17,Pará,14746.23,Ensino Fundamental,0,Divorciado(a),Saúde
59,1964-09-17,Minas Gerais,3957.93,Doutorado,1,Casado(a),Direito
47,1976-11-09,Amapá,2642.21,Pós-graduação,5,Casado(a),Finanças
22,2001-09-12,Mato Grosso,14605.97,Pós-graduação,5,Viúvo(a),Tecnologia
24,1999-12-13,Rio Grande do Sul,11740.16,Ensino Fundamental,0,Solteiro(a),Finanças
20,2003-12-26,Ceará,12628.43,Ensino Médio,1,Viúvo(a),Direito
54,1970-04-28,Paraná,3440.79,Ensino Médio,4,Viúvo(a),Direito
24,1999-10-30,Maranhão,4707.99,Doutorado,4,Casado(a),Marketing
30,1993-08-30,Acre,17563.74,Ensino Fundamental,1,Viúvo(a),Marketing
47,1976-09-27,Amapá,2010.38,Pós-graduação,4,Viúvo(a),Finanças
20,2003-09-25,Santa Catarina,13402.65,Doutorado,5,Viúvo(a),Engenharia
39,1985-01-09,Amapá,3407.76,Pós-graduação,0,Divorciado(a),Educação
31,1993-06-27,Acre,4668.5,Mestrado,1,Divorciado(a),Engenharia
34,1989-10-31,São Paulo,10631.01,Ensino Fundamental,1,Divorciado(a),Direito
19,2005-04-22,Amazonas,16789.15,Doutorado,0,Casado(a),Engenharia
48,1975-11-09,Santa Catarina,17507.94,Graduação,2,Solteiro(a),Educação
27,1996-11-17,Pernambuco,11541.79,Ensino Médio,1,Casado(a),Educação
52,1972-06-08,Acre,18707.88,Doutorado,1,Solteiro(a),Direito
20,2004-05-16,Alagoas,13791.39,Pós-graduação,2,Solteiro(a),Saúde
32,1991-09-28,Maranhão,16021.29,Graduação,2,Solteiro(a),Engenharia
56,1968-02-18,Ceará,11271.58,Pós-graduação,3,Casado(a),Tecnologia
56,1968-08-17,Rio Grande do Norte,13282.39,Graduação,1,Casado(a),Saúde
35,1989-01-04,Bahia,13439.61,Mestrado,2,Solteiro(a),Saúde
36,1988-01-31,Rio de Janeiro,12991.99,Graduação,2,Viúvo(a),Tecnologia
25,1999-05-16,Pernambuco,17770.8,Mestrado,0,Divorciado(a),Direito
27,1996-09-07,Rio Grande do Norte,3615.74,Doutorado,3,Casado(a),Tecnologia
57,1967-06-29,Ceará,3761.54,Pós-graduação,0,Casado(a),Tecnologia
42,1982-08-19,São Paulo,13344.39,Doutorado,5,Divorciado(a),Educação
30,1993-09-26,Amapá,13224.1,Graduação,1,Casado(a),Tecnologia
33,1991-07-29,Maranhão,8727.78,Graduação,1,Divorciado(a),Saúde
24,2000-03-10,Distrito Federal,16252.3,Ensino Fundamental,5,Casado(a),Tecnologia
56,1968-02-16,Distrito Federal,18056.19,Mestrado,3,Viúvo(a),Engenharia
55,1968-10-08,Bahia,8713.89,Doutorado,1,Solteiro(a),Engenharia
53,1971-05-03,Ceará,8290.66,Ensino Médio,3,Casado(a),Tecnologia
53,1971-06-19,Amazonas,12218.93,Pós-graduação,0,Casado(a),Engenharia
60,1964-06-23,Amapá,5794.74,Ensino Médio,1,Viúvo(a),Tecnologia
56,1968-07-27,Rio Grande do Sul,8000.66,Pós-graduação,5,Casado(a),Educação
41,1982-11-26,Rio de Janeiro,5088.91,Pós-graduação,5,Divorciado(a),Direito
45,1978-09-27,Santa Catarina,15190.12,Ensino Médio,4,Solteiro(a),Engenharia
55,1969-08-07,Rio Grande do Sul,19810.58,Doutorado,1,Solteiro(a),Saúde
54,1970-07-10,Rio Grande do Norte,9157.58,Mestrado,3,Solteiro(a),Engenharia
23,2001-04-09,Ceará,4895.17,Pós-graduação,4,Solteiro(a),Marketing
29,1995-03-26,Rondônia,9146.7,Ensino Fundamental,4,Casado(a),Finanças
36,1987-10-29,Amapá,10430.96,Ensino Médio,1,Casado(a),Direito
59,1965-05-18,Pará,3515.99,Ensino Médio,2,Casado(a),Saúde
22,2001-09-10,Sergipe,15872.02,Doutorado,3,Viúvo(a),Marketing
35,1988-08-28,Santa Catarina,18841.82,Doutorado,4,Divorciado(a),Direito
28,1996-06-22,Bahia,7176.4,Doutorado,0,Divorciado(a),Saúde
40,1983-11-01,São Paulo,15348.86,Pós-graduação,5,Viúvo(a),Marketing
52,1972-07-10,Minas Gerais,5432.4,Graduação,1,Divorciado(a),Marketing
44,1980-06-22,Espírito Santo,5378.16,Doutorado,4,Viúvo(a),Direito
33,1990-08-31,Bahia,14514.61,Ensino Médio,0,Viúvo(a),Direito
20,2004-06-29,Espírito Santo,19427.67,Ensino Fundamental,5,Solteiro(a),Marketing
18,2006-02-14,Rio Grande do Norte,2347.41,Mestrado,5,Solteiro(a),Saúde
59,1964-09-22,Rondônia,17843.55,Mestrado,0,Casado(a),Direito
33,1990-11-25,Sergipe,8164.1,Graduação,1,Divorciado(a),Tecnologia
44,1980-06-06,Rio Grande do Norte,12110.63,Doutorado,3,Viúvo(a),Saúde
30,1994-06-19,Sergipe,7865.66,Mestrado,1,Casado(a),Direito
38,1986-05-10,Rio Grande do Sul,6294.2,Ensino Fundamental,4,Viúvo(a),Direito
29,1995-05-04,Acre,6141.2,Graduação,1,Viúvo(a),Direito
18,2005-12-22,Ceará,4379.25,Doutorado,1,Divorciado(a),Saúde
43,1981-06-24,Paraná,2710.76,Ensino Fundamental,0,Casado(a),Saúde
55,1968-11-19,Pará,14632.64,Ensino Médio,5,Divorciado(a),Educação
38,1986-04-24,Tocantins,7520.6,Graduação,0,Viúvo(a),Tecnologia
52,1971-09-08,Sergipe,16369.99,Mestrado,3,Casado(a),Direito
32,1991-12-15,Piauí,11984.91,Graduação,1,Divorciado(a),Engenharia
57,1967-06-20,Pará,6124.2,Doutorado,5,Solteiro(a),Marketing
30,1994-06-10,Bahia,18003.05,Ensino Fundamental,1,Viúvo(a),Direito
32,1991-11-10,São Paulo,4791.35,Graduação,0,Viúvo(a),Marketing
37,1987-04-18,Tocantins,17706.58,Ensino Fundamental,3,Casado(a),Tecnologia
44,1979-10-11,Bahia,4867.46,Mestrado,3,Solteiro(a),Educação
26,1998-07-10,Goiás,12021.35,Doutorado,3,Viúvo(a),Marketing
26,1998-04-23,Amapá,16792.69,Mestrado,0,Divorciado(a),Tecnologia
42,1982-04-27,Distrito Federal,7878.17,Doutorado,4,Solteiro(a),Educação
40,1984-01-15,Santa Catarina,18933.63,Pós-graduação,1,Viúvo(a),Finanças
43,1980-12-26,São Paulo,11880.94,Ensino Médio,4,Divorciado(a),Finanças
58,1966-07-14,Paraíba,12823.67,Ensino Fundamental,2,Solteiro(a),Tecnologia
44,1980-06-11,Distrito Federal,5673.16,Graduação,5,Solteiro(a),Saúde
51,1972-09-10,Rio de Janeiro,5741.53,Pós-graduação,3,Viúvo(a),Marketing
26,1997-12-29,Pernambuco,16818.49,Ensino Médio,4,Viúvo(a),Saúde
42,1981-09-07,Amapá,2891.61,Pós-graduação,3,Divorciado(a),Engenharia
28,1995-08-28,Rondônia,8856.62,Graduação,0,Solteiro(a),Finanças
50,1974-01-24,Goiás,9286.06,Pós-graduação,2,Casado(a),Saúde
34,1990-02-18,Minas Gerais,12729.88,Graduação,4,Viúvo(a),Educação
19,2005-05-05,Paraná,10923.42,Mestrado,3,Solteiro(a),Educação
58,1965-09-19,Distrito Federal,4930.45,Mestrado,2,Divorciado(a),Saúde
44,1980-04-15,Roraima,9197.73,Pós-graduação,1,Casado(a),Finanças
57,1967-08-10,Bahia,7437.22,Graduação,4,Viúvo(a),Tecnologia
21,2003-02-09,Rio Grande do Norte,2155.38,Ensino Médio,4,Divorciado(a),Saúde
32,1991-10-05,Roraima,8054.85,Graduação,4,Divorciado(a),Marketing
59,1965-05-27,Piauí,11330.07,Pós-graduação,1,Solteiro(a),Educação
26,1997-10-10,Minas Gerais,18729.51,Graduação,4,Viúvo(a),Saúde
38,1986-06-13,Rondônia,19711.81,Doutorado,2,Casado(a),Marketing
39,1985-02-08,Espírito Santo,3235.59,Graduação,4,Casado(a),Finanças
56,1968-02-13,Distrito Federal,3155.33,Mestrado,5,Casado(a),Finanças
20,2004-07-13,Alagoas,8305.25,Ensino Fundamental,3,Divorciado(a),Direito
46,1977-09-03,Tocantins,11310.27,Pós-graduação,0,Divorciado(a),Direito
41,1983-08-18,Tocantins,12071.09,Ensino Fundamental,2,Solteiro(a),Engenharia
22,2001-09-12,Mato Grosso,12959.93,Graduação,4,Viúvo(a),Direito
50,1973-09-10,São Paulo,9716.47,Graduação,0,Viúvo(a),Finanças
42,1981-10-24,Rondônia,12549.96,Graduação,3,Divorciado(a),Saúde
31,1992-12-12,Rondônia,18573.72,Doutorado,5,Divorciado(a),Educação
53,1971-04-05,Santa Catarina,6566.38,Ensino Médio,4,Casado(a),Educação
41,1983-06-23,Mato Grosso do Sul,16175.11,Pós-graduação,1,Casado(a),Direito
51,1972-10-07,Rio de Janeiro,7450.21,Graduação,3,Viúvo(a),Tecnologia
57,1967-08-03,Roraima,6311.41,Graduação,5,Solteiro(a),Saúde
57,1967-07-07,Ceará,10155.51,Graduação,4,Divorciado(a),Tecnologia
57,1967-04-01,Goiás,7406.97,Ensino Fundamental,1,Casado(a),Finanças
27,1997-07-23,Mato Grosso do Sul,6601.24,Ensino Fundamental,3,Viúvo(a),Engenharia
49,1975-08-21,Mato Grosso,11502.84,Pós-graduação,0,Solteiro(a),Direito
55,1969-04-14,Rondônia,17296.13,Pós-graduação,5,Divorciado(a),Saúde
28,1996-03-19,Goiás,4405.15,Pós-graduação,0,Divorciado(a),Engenharia
30,1994-06-15,Paraná,3442.79,Mestrado,2,Viúvo(a),Direito
26,1998-01-03,Amapá,2957.35,Pós-graduação,2,Viúvo(a),Engenharia
27,1996-11-14,Rio Grande do Sul,17585.89,Graduação,4,Solteiro(a),Direito
50,1974-06-13,Piauí,4311.66,Graduação,1,Divorciado(a),Educação
39,1985-06-13,São Paulo,8167.39,Ensino Médio,4,Casado(a),Tecnologia
43,1980-12-20,Ceará,18435.44,Ensino Médio,1,Divorciado(a),Saúde
45,1979-04-25,Paraná,11058.23,Pós-graduação,4,Casado(a),Marketing
24,2000-07-31,Distrito Federal,12407.29,Mestrado,0,Solteiro(a),Tecnologia
51,1973-02-28,Amazonas,13580.65,Mestrado,1,Solteiro(a),Direito
58,1966-05-30,Acre,4237.79,Graduação,0,Solteiro(a),Tecnologia
38,1986-07-07,Tocantins,12229.93,Doutorado,1,Viúvo(a),Engenharia
56,1968-01-26,Maranhão,19724.77,Ensino Médio,0,Viúvo(a),Direito
34,1990-07-23,Rio Grande do Sul,18900.27,Mestrado,5,Casado(a),Direito
23,2001-03-28,Bahia,16049.45,Pós-graduação,3,Casado(a),Finanças
45,1978-11-11,Acre,2991.43,Ensino Fundamental,2,Casado(a),Engenharia
43,1980-09-18,Mato Grosso,19845.41,Mestrado,3,Viúvo(a),Tecnologia
19,2005-07-13,Piauí,16102.35,Ensino Médio,1,Casado(a),Tecnologia
43,1980-09-25,Mato Grosso,16927.07,Pós-graduação,1,Divorciado(a),Educação
50,1974-03-11,Minas Gerais,8546.97,Pós-graduação,5,Viúvo(a),Finanças
56,1968-02-24,Espírito Santo,3833.66,Doutorado,2,Divorciado(a),Direito
47,1977-04-17,Mato Grosso,16119.99,Pós-graduação,4,Viúvo(a),Educação
19,2005-07-14,Rio Grande do Norte,12474.17,Graduação,0,Casado(a),Educação
23,2000-09-13,Rondônia,15187.96,Ensino Fundamental,3,Casado(a),Finanças
40,1984-07-28,Piauí,17987.78,Pós-graduação,1,Solteiro(a),Finanças
18,2005-12-29,Distrito Federal,19318.06,Pós-graduação,1,Viúvo(a),Direito
40,1983-11-17,Acre,8647.5,Pós-graduação,0,Casado(a),Saúde
28,1995-12-23,Rio de Janeiro,18652.9,Doutorado,4,Divorciado(a),Marketing
18,2006-06-23,Maranhão,13626.59,Doutorado,5,Casado(a),Direito
21,2003-02-27,Rio Grande do Norte,17254.82,Mestrado,2,Casado(a),Direito
47,1976-08-30,Piauí,13553.72,Ensino Médio,5,Casado(a),Saúde
53,1970-11-23,Minas Gerais,15719.61,Graduação,3,Viúvo(a),Marketing
25,1999-06-20,Santa Catarina,13102.77,Graduação,0,Viúvo(a),Marketing
39,1984-10-31,Bahia,13363.36,Mestrado,5,Viúvo(a),Finanças
30,1994-08-04,Minas Gerais,5565.08,Pós-graduação,2,Viúvo(a),Saúde
41,1983-07-18,Mato Grosso,16029.57,Graduação,5,Divorciado(a),Direito
36,1988-01-04,Pará,9316.34,Pós-graduação,4,Solteiro(a),Marketing
46,1978-06-09,Bahia,12342.7,Ensino Médio,1,Divorciado(a),Tecnologia
52,1971-12-15,Tocantins,14498.0,Graduação,0,Divorciado(a),Tecnologia
25,1999-03-16,Tocantins,16598.94,Ensino Médio,3,Casado(a),Direito
22,2002-07-27,Bahia,9547.13,Pós-graduação,5,Viúvo(a),Engenharia
31,1993-01-30,Tocantins,8965.52,Doutorado,4,Solteiro(a),Educação
36,1988-05-26,Goiás,6698.92,Graduação,4,Divorciado(a),Engenharia
52,1972-04-25,Santa Catarina,7224.97,Mestrado,2,Solteiro(a),Finanças
43,1981-05-18,Santa Catarina,15539.6,Ensino Fundamental,1,Casado(a),Marketing
60,1963-11-28,São Paulo,5057.22,Graduação,3,Casado(a),Marketing
47,1976-11-09,Rio Grande do Sul,10051.64,Doutorado,0,Casado(a),Marketing
23,2000-09-30,Piauí,4971.61,Doutorado,1,Casado(a),Saúde
47,1977-06-15,Bahia,18335.32,Ensino Fundamental,5,Casado(a),Marketing
55,1969-06-05,Rio Grande do Norte,6576.05,Ensino Fundamental,4,Divorciado(a),Marketing
37,1987-01-29,Amazonas,12470.49,Ensino Médio,2,Solteiro(a),Engenharia
40,1983-08-28,Tocantins,10882.55,Ensino Fundamental,1,Solteiro(a),Direito
33,1990-11-10,Acre,6749.75,Ensino Fundamental,4,Viúvo(a),Marketing
23,2000-09-17,Tocantins,11940.21,Pós-graduação,4,Solteiro(a),Direito
29,1995-07-04,Amazonas,18982.97,Ensino Fundamental,3,Solteiro(a),Finanças
54,1970-06-01,Mato Grosso do Sul,5446.39,Doutorado,0,Divorciado(a),Tecnologia
19,2004-12-10,Ceará,6844.01,Graduação,4,Viúvo(a),Marketing
24,2000-03-28,Rio de Janeiro,11316.89,Graduação,2,Divorciado(a),Tecnologia
52,1972-01-04,Distrito Federal,13682.01,Graduação,5,Viúvo(a),Educação
22,2001-09-01,Distrito Federal,4067.33,Ensino Médio,0,Viúvo(a),Finanças
43,1980-09-18,Pernambuco,8552.64,Graduação,2,Viúvo(a),Tecnologia
57,1966-12-18,Sergipe,2637.62,Ensino Fundamental,0,Solteiro(a),Tecnologia
36,1987-10-21,Mato Grosso,17666.11,Pós-graduação,1,Solteiro(a),Engenharia
19,2005-08-01,Santa Catarina,16321.76,Doutorado,0,Divorciado(a),Tecnologia
57,1967-08-17,Alagoas,10514.93,Ensino Médio,5,Viúvo(a),Saúde
27,1997-07-28,São Paulo,13902.42,Doutorado,0,Solteiro(a),Saúde
20,2003-12-01,Roraima,19949.63,Doutorado,4,Viúvo(a),Educação
19,2005-01-31,Bahia,16286.4,Graduação,3,Viúvo(a),Finanças
29,1995-06-14,Amapá,15136.95,Ensino Médio,1,Solteiro(a),Engenharia
41,1983-07-03,Amapá,4955.67,Ensino Fundamental,1,Casado(a),Educação
26,1998-07-08,Rio Grande do Sul,6982.19,Mestrado,5,Solteiro(a),Engenharia
22,2001-08-26,Roraima,7810.32,Pós-graduação,1,Divorciado(a),Tecnologia
25,1999-06-21,Rio Grande do Norte,9847.48,Graduação,0,Casado(a),Marketing
19,2005-05-29,Rondônia,2191.85,Doutorado,1,Divorciado(a),Engenharia
42,1982-03-15,Mato Grosso do Sul,11268.58,Ensino Médio,1,Divorciado(a),Finanças
50,1974-03-24,Distrito Federal,4615.43,Graduação,0,Casado(a),Direito
41,1983-07-26,São Paulo,6498.53,Doutorado,1,Solteiro(a),Engenharia
55,1969-05-10,Paraná,6085.71,Ensino Fundamental,0,Casado(a),Finanças
25,1998-10-03,Roraima,10024.83,Ensino Médio,2,Viúvo(a),Direito
31,1992-11-16,Paraíba,12938.96,Pós-graduação,5,Solteiro(a),Marketing
52,1971-08-31,Rio Grande do Sul,8206.91,Doutorado,4,Divorciado(a),Marketing
22,2001-09-04,Acre,6677.58,Mestrado,2,Casado(a),Finanças
31,1993-04-25,Rio de Janeiro,13676.59,Pós-graduação,4,Divorciado(a),Engenharia
56,1968-04-09,Acre,9038.33,Ensino Fundamental,1,Solteiro(a),Direito
54,1970-02-10,Paraná,9220.36,Graduação,2,Divorciado(a),Tecnologia
30,1993-12-19,Goiás,2748.65,Ensino Médio,0,Casado(a),Saúde
54,1969-12-22,Distrito Federal,18874.68,Doutorado,3,Casado(a),Educação
42,1982-08-19,Santa Catarina,17412.58,Doutorado,4,Viúvo(a),Saúde
56,1967-09-03,Amapá,9365.51,Pós-graduação,2,Solteiro(a),Finanças
38,1986-06-08,Amazonas,17660.52,Graduação,1,Viúvo(a),Engenharia
39,1985-02-04,Bahia,19307.09,Pós-graduação,1,Divorciado(a),Educação
34,1990-06-06,Paraíba,14823.88,Doutorado,4,Casado(a),Engenharia
19,2005-01-18,Pará,10775.44,Graduação,4,Viúvo(a),Tecnologia
55,1969-06-24,Rio Grande do Sul,12396.41,Doutorado,0,Viúvo(a),Direito
37,1987-05-07,Paraíba,6428.75,Pós-graduação,2,Divorciado(a),Engenharia
29,1995-06-18,Piauí,18309.34,Doutorado,0,Casado(a),Saúde
32,1992-04-13,Maranhão,14604.41,Graduação,4,Casado(a),Finanças
56,1968-04-04,Pará,6969.2,Doutorado,1,Solteiro(a),Direito
35,1989-03-29,Mato Grosso do Sul,12294.65,Doutorado,5,Solteiro(a),Tecnologia
18,2005-12-20,Minas Gerais,10785.58,Graduação,5,Casado(a),Direito
44,1980-07-17,Amapá,4218.85,Ensino Médio,3,Casado(a),Marketing
32,1991-09-14,Ceará,2827.42,Ensino Fundamental,5,Solteiro(a),Tecnologia
54,1969-10-30,Paraná,14329.07,Ensino Médio,4,Divorciado(a),Tecnologia
46,1978-03-05,Goiás,11257.26,Ensino Médio,0,Solteiro(a),Finanças
25,1999-03-18,Rio Grande do Norte,3038.54,Ensino Médio,5,Viúvo(a),Saúde
35,1989-02-27,Paraná,6356.62,Ensino Médio,1,Solteiro(a),Finanças
56,1967-12-12,Paraná,13878.45,Ensino Fundamental,2,Casado(a),Direito
47,1977-08-17,Ceará,14491.73,Pós-graduação,2,Viúvo(a),Marketing
55,1969-01-15,Santa Catarina,18874.5,Doutorado,3,Divorciado(a),Direito
36,1988-02-27,Roraima,8023.04,Graduação,2,Casado(a),Direito
41,1983-08-05,Bahia,5920.26,Ensino Médio,5,Viúvo(a),Saúde
31,1992-10-30,Sergipe,5632.71,Doutorado,4,Divorciado(a),Direito
57,1966-11-13,Paraíba,14741.15,Ensino Fundamental,3,Viúvo(a),Direito
21,2003-03-15,Rondônia,3955.32,Graduação,1,Solteiro(a),Direito
18,2006-06-22,Alagoas,18082.46,Mestrado,2,Viúvo(a),Direito
18,2005-12-20,Santa Catarina,12558.0,Ensino Médio,4,Viúvo(a),Tecnologia
57,1967-08-20,Santa Catarina,7042.64,Ensino Fundamental,5,Casado(a),Direito
54,1970-02-12,Pernambuco,2640.23,Ensino Fundamental,3,Divorciado(a),Engenharia
46,1978-04-14,Rondônia,8432.07,Doutorado,5,Casado(a),Finanças
48,1976-04-25,Minas Gerais,19559.83,Ensino Médio,5,Viúvo(a),Direito
41,1983-07-06,Goiás,5767.5,Mestrado,1,Viúvo(a),Saúde
47,1977-02-05,Pará,6165.75,Ensino Médio,3,Divorciado(a),Educação
32,1992-03-24,Piauí,11342.44,Mestrado,3,Casado(a),Tecnologia
40,1984-01-27,São Paulo,11165.61,Mestrado,4,Solteiro(a),Direito
20,2004-05-18,Amapá,5830.61,Ensino Fundamental,1,Casado(a),Educação
23,2001-07-10,Alagoas,14693.37,Mestrado,2,Casado(a),Finanças
28,1995-11-14,Mato Grosso do Sul,11154.59,Graduação,3,Viúvo(a),Tecnologia
34,1990-06-13,Tocantins,8577.23,Mestrado,5,Casado(a),Tecnologia
59,1965-05-26,Rio Grande do Sul,3558.96,Mestrado,4,Casado(a),Tecnologia
51,1972-09-09,Tocantins,4049.91,Pós-graduação,0,Viúvo(a),Engenharia
46,1977-12-19,Goiás,2042.99,Pós-graduação,2,Divorciado(a),Finanças
58,1965-10-26,Ceará,6592.36,Pós-graduação,5,Casado(a),Tecnologia
45,1978-11-26,Rio Grande do Norte,14057.1,Graduação,3,Casado(a),Tecnologia
37,1986-10-07,Mato Grosso do Sul,15192.28,Doutorado,2,Divorciado(a),Tecnologia
34,1990-02-19,Pará,17258.91,Mestrado,3,Casado(a),Finanças
23,2000-12-18,Roraima,12371.29,Mestrado,1,Solteiro(a),Saúde
19,2005-04-03,Goiás,3694.9,Doutorado,1,Divorciado(a),Marketing
40,1984-07-13,Acre,6129.48,Graduação,1,Casado(a),Direito
32,1991-08-24,Pará,15198.03,Ensino Médio,4,Viúvo(a),Educação
21,2003-03-22,Rondônia,11374.02,Doutorado,2,Viúvo(a),Educação
43,1980-10-05,Rio de Janeiro,9528.15,Mestrado,4,Casado(a),Educação
40,1983-10-05,Mato Grosso do Sul,12003.49,Mestrado,5,Divorciado(a),Tecnologia
19,2004-10-05,São Paulo,17550.74,Ensino Médio,0,Casado(a),Saúde
43,1981-02-10,Pará,2260.26,Mestrado,1,Divorciado(a),Finanças
47,1977-05-07,Paraná,11328.34,Graduação,4,Solteiro(a),Saúde
23,2001-07-03,Distrito Federal,16163.6,Doutorado,1,Solteiro(a),Direito
42,1982-03-23,Espírito Santo,10708.82,Ensino Médio,0,Casado(a),Engenharia
18,2006-06-27,Rondônia,11000.5,Ensino Médio,0,Viúvo(a),Educação
26,1998-06-08,Santa Catarina,14296.76,Mestrado,3,Divorciado(a),Direito
36,1987-12-26,Maranhão,14785.79,Pós-graduação,1,Solteiro(a),Finanças
42,1982-03-26,Mato Grosso,13730.02,Pós-graduação,5,Divorciado(a),Saúde
59,1965-05-15,Amazonas,13573.23,Mestrado,1,Divorciado(a),Marketing
26,1998-06-04,Espírito Santo,5769.59,Ensino Fundamental,1,Viúvo(a),Finanças
52,1971-12-28,Rio de Janeiro,5448.08,Doutorado,3,Solteiro(a),Engenharia
58,1966-03-05,Rondônia,18004.63,Ensino Médio,3,Divorciado(a),Saúde
48,1975-11-01,Rio Grande do Norte,10701.43,Ensino Fundamental,1,Casado(a),Direito
43,1981-03-04,Minas Gerais,9720.72,Graduação,1,Solteiro(a),Finanças
56,1968-04-16,São Paulo,5986.92,Ensino Médio,5,Solteiro(a),Saúde
57,1966-11-23,Acre,4549.96,Mestrado,5,Divorciado(a),Engenharia
24,2000-03-01,Amapá,3916.97,Doutorado,0,Divorciado(a),Saúde
18,2005-09-27,Pará,2187.07,Pós-graduação,5,Divorciado(a),Finanças
28,1996-06-03,Roraima,5141.4,Doutorado,1,Divorciado(a),Marketing
31,1993-02-25,Piauí,12271.34,Mestrado,4,Viúvo(a),Educação
29,1994-12-12,Ceará,14383.43,Mestrado,0,Viúvo(a),Marketing
54,1969-09-13,Ceará,8019.7,Ensino Fundamental,0,Viúvo(a),Engenharia
28,1996-06-07,Goiás,18419.25,Pós-graduação,0,Viúvo(a),Tecnologia
45,1979-08-20,Piauí,12108.26,Pós-graduação,0,Viúvo(a),Educação
29,1995-02-06,Alagoas,14914.81,Doutorado,1,Casado(a),Tecnologia
38,1986-02-12,Amapá,4397.39,Graduação,4,Divorciado(a),Marketing
56,1968-04-02,São Paulo,11298.58,Mestrado,0,Divorciado(a),Direito
22,2002-03-30,Piauí,13903.72,Ensino Médio,0,Divorciado(a),Saúde
20,2004-02-20,Santa Catarina,6805.02,Pós-graduação,2,Casado(a),Direito
57,1966-11-22,Santa Catarina,6524.02,Doutorado,2,Divorciado(a),Engenharia
51,1972-08-30,Santa Catarina,7170.19,Ensino Médio,1,Casado(a),Tecnologia
33,1990-10-10,Maranhão,7431.76,Mestrado,4,Solteiro(a),Direito
52,1972-02-14,Minas Gerais,3590.24,Ensino Fundamental,1,Viúvo(a),Direito
50,1973-10-08,Mato Grosso do Sul,12684.98,Doutorado,1,Viúvo(a),Tecnologia
19,2005-07-27,Santa Catarina,16850.8,Graduação,2,Viúvo(a),Saúde
35,1989-02-08,Maranhão,15493.5,Ensino Médio,2,Viúvo(a),Educação
42,1981-12-01,Rio de Janeiro,17792.04,Pós-graduação,3,Divorciado(a),Educação
38,1985-10-27,Mato Grosso,13062.06,Doutorado,5,Solteiro(a),Finanças
43,1981-01-10,Paraná,16855.88,Ensino Médio,5,Viúvo(a),Direito
32,1991-09-02,São Paulo,6784.36,Mestrado,2,Divorciado(a),Marketing
